date,var,source_key,仓库编号,仓库简称,品牌,仓单数量,当日增减,有效预报,升贴水,仓单数量(完税),仓单数量(保税)
2021-06-17,TA,PTA,小计,,,,0,0,,277,0
2021-06-17,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,2,0
2021-06-17,TA,PTA,小计,,,,0,0,,2,0
2021-06-17,TA,PTA,0530,华润化学,,,0,,0,0,0
2021-06-17,TA,PTA,0531,嘉兴海陆,,,0,,0,0,0
2021-06-17,TA,PTA,0532,建发物流,逸盛大化,,0,,0,1,0
2021-06-17,TA,PTA,小计,,,,0,0,,1,0
2021-06-17,TA,PTA,0533,嘉港物流,,,0,,0,0,0
2021-06-17,TA,PTA,0534,福建金纶,福海创,,0,,0,7365,0
2021-06-17,TA,PTA,,,海南逸盛,,0,,,2048,0
2021-06-17,TA,PTA,,,恒力石化,,0,,,2802,0
2021-06-17,TA,PTA,,,逸盛大化,,0,,,2532,0
2021-06-17,TA,PTA,小计,,,,0,2364,,14747,0
2021-06-17,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2021-06-17,TA,PTA,0537,福化工贸(漳州)(厂库),福海创,,0,,0,2572,0
2021-06-17,TA,PTA,小计,,,,0,0,,2572,0
2021-06-17,TA,PTA,0538,国贸物流,,,0,,0,0,0
2021-06-17,TA,PTA,总计,,,,-714,2364,,149167,0
2021-06-18,TA,PTA,0314,江阴协丰,恒力石化,,-612,,0,8870,0
2021-06-18,TA,PTA,,,江阴汉邦,,0,,,1002,0
2021-06-18,TA,PTA,,,逸盛大化,,-100,,,2254,0
2021-06-18,TA,PTA,小计,,,,-712,0,,12126,0
2021-06-18,TA,PTA,0503,太仓新港,恒力石化,,0,,0,5778,0
2021-06-18,TA,PTA,,,逸盛大化,,0,,,2202,0
2021-06-18,TA,PTA,小计,,,,0,0,,7980,0
2021-06-18,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,3016,0
2021-06-18,TA,PTA,,,逸盛大化,,0,,,2284,0
2021-06-18,TA,PTA,小计,,,,0,0,,5300,0
2021-06-18,TA,PTA,0505,杭州临港物流,,,0,,0,0,0
2021-06-18,TA,PTA,0506,宁波高新,,,0,,-20,0,0
2021-06-18,TA,PTA,0508,平湖华瑞,,,0,,0,0,0
2021-06-18,TA,PTA,0509,张家港港务,恒力石化,,0,,0,180,0
2021-06-18,TA,PTA,小计,,,,0,0,,180,0
2021-06-18,TA,PTA,0513,嘉兴石化,,,0,,0,0,0
2021-06-18,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,78030,0
2021-06-18,TA,PTA,小计,,,,0,0,,78030,0
2021-06-18,TA,PTA,0515,海伦石化,,,0,,0,0,0
2021-06-18,TA,PTA,0516,张家港外服,福海创,,0,,0,1092,0
2021-06-18,TA,PTA,,,恒力石化,,0,,,3586,0
2021-06-18,TA,PTA,,,逸盛大化,,-414,,,9846,0
2021-06-18,TA,PTA,小计,,,,-414,0,,14524,0
2021-06-18,TA,PTA,0517,逸盛石化(厂库),,,0,,-20,0,0
2021-06-18,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2021-06-18,TA,PTA,0523,苏州港口,福海创,,0,,0,408,0
2021-06-18,TA,PTA,,,恒力石化,,0,,,11492,0
2021-06-18,TA,PTA,,,逸盛大化,,0,,,402,0
2021-06-18,TA,PTA,小计,,,,0,0,,12302,0
2021-06-18,TA,PTA,0524,恒力石化（厂库）,,,0,,0,0,0
2021-06-18,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,277,0
2021-06-18,TA,PTA,小计,,,,0,0,,277,0
2021-06-18,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,2,0
2021-06-18,TA,PTA,小计,,,,0,0,,2,0
2021-06-18,TA,PTA,0530,华润化学,,,0,,0,0,0
2021-06-18,TA,PTA,0531,嘉兴海陆,,,0,,0,0,0
2021-06-18,TA,PTA,0532,建发物流,逸盛大化,,0,,0,1,0
2021-06-18,TA,PTA,小计,,,,0,0,,1,0
2021-06-18,TA,PTA,0533,嘉港物流,,,0,,0,0,0
2021-06-18,TA,PTA,0534,福建金纶,福海创,,-202,,0,7163,0
2021-06-18,TA,PTA,,,海南逸盛,,402,,,2450,0
2021-06-18,TA,PTA,,,恒力石化,,0,,,2802,0
2021-06-18,TA,PTA,,,逸盛大化,,0,,,2532,0
2021-06-18,TA,PTA,小计,,,,200,1962,,14947,0
2021-06-18,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2021-06-18,TA,PTA,0537,福化工贸(漳州)(厂库),福海创,,-204,,0,2368,0
2021-06-18,TA,PTA,小计,,,,-204,0,,2368,0
2021-06-18,TA,PTA,0538,国贸物流,,,0,,0,0,0
2021-06-18,TA,PTA,总计,,,,-1130,1962,,148037,0
2021-06-21,TA,PTA,0314,江阴协丰,恒力石化,,-200,,0,8670,0
2021-06-21,TA,PTA,,,江阴汉邦,,0,,,1002,0
2021-06-21,TA,PTA,,,逸盛大化,,0,,,2254,0
2021-06-21,TA,PTA,小计,,,,-200,0,,11926,0
2021-06-21,TA,PTA,0503,太仓新港,恒力石化,,0,,0,5778,0
2021-06-21,TA,PTA,,,逸盛大化,,0,,,2202,0
2021-06-21,TA,PTA,小计,,,,0,0,,7980,0
2021-06-21,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,3016,0
2021-06-21,TA,PTA,,,逸盛大化,,0,,,2284,0
2021-06-21,TA,PTA,小计,,,,0,0,,5300,0
2021-06-21,TA,PTA,0505,杭州临港物流,,,0,,0,0,0
2021-06-21,TA,PTA,0506,宁波高新,,,0,,-20,0,0
2021-06-21,TA,PTA,0508,平湖华瑞,,,0,,0,0,0
2021-06-21,TA,PTA,0509,张家港港务,恒力石化,,0,,0,180,0
2021-06-21,TA,PTA,小计,,,,0,0,,180,0
2021-06-21,TA,PTA,0513,嘉兴石化,,,0,,0,0,0
2021-06-21,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,78030,0
2021-06-21,TA,PTA,小计,,,,0,0,,78030,0
2021-06-21,TA,PTA,0515,海伦石化,,,0,,0,0,0
2021-06-21,TA,PTA,0516,张家港外服,福海创,,0,,0,1092,0
2021-06-21,TA,PTA,,,恒力石化,,0,,,3586,0
2021-06-21,TA,PTA,,,逸盛大化,,0,,,9846,0
2021-06-21,TA,PTA,小计,,,,0,0,,14524,0
2021-06-21,TA,PTA,0517,逸盛石化(厂库),,,0,,-20,0,0
2021-06-21,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2021-06-21,TA,PTA,0523,苏州港口,福海创,,0,,0,408,0
2021-06-21,TA,PTA,,,恒力石化,,0,,,11492,0
2021-06-21,TA,PTA,,,逸盛大化,,0,,,402,0
2021-06-21,TA,PTA,小计,,,,0,0,,12302,0
2021-06-21,TA,PTA,0524,恒力石化（厂库）,,,0,,0,0,0
2021-06-21,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,277,0
2021-06-21,TA,PTA,小计,,,,0,0,,277,0
2021-06-21,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,2,0
2021-06-21,TA,PTA,小计,,,,0,0,,2,0
2021-06-21,TA,PTA,0530,华润化学,,,0,,0,0,0
2021-06-21,TA,PTA,0531,嘉兴海陆,,,0,,0,0,0
2021-06-21,TA,PTA,0532,建发物流,逸盛大化,,0,,0,1,0
2021-06-21,TA,PTA,小计,,,,0,0,,1,0
2021-06-21,TA,PTA,0533,嘉港物流,,,0,,0,0,0
2021-06-21,TA,PTA,0534,福建金纶,福海创,,0,,0,7163,0
2021-06-21,TA,PTA,,,海南逸盛,,0,,,2450,0
2021-06-21,TA,PTA,,,恒力石化,,0,,,2802,0
2021-06-21,TA,PTA,,,逸盛大化,,0,,,2532,0
2021-06-21,TA,PTA,小计,,,,0,1962,,14947,0
2021-06-21,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2021-06-21,TA,PTA,0537,福化工贸(漳州)(厂库),福海创,,200,,0,2568,0
2021-06-21,TA,PTA,小计,,,,200,0,,2568,0
2021-06-21,TA,PTA,0538,国贸物流,,,0,,0,0,0
2021-06-21,TA,PTA,总计,,,,0,1962,,148037,0
2021-06-22,TA,PTA,0314,江阴协丰,恒力石化,,0,,0,8670,0
2021-06-22,TA,PTA,,,江阴汉邦,,0,,,1002,0
2021-06-22,TA,PTA,,,逸盛大化,,0,,,2254,0
2021-06-22,TA,PTA,小计,,,,0,0,,11926,0
2021-06-22,TA,PTA,0503,太仓新港,恒力石化,,0,,0,5778,0
2021-06-22,TA,PTA,,,逸盛大化,,0,,,2202,0
2021-06-22,TA,PTA,小计,,,,0,0,,7980,0
2021-06-22,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,3016,0
2021-06-22,TA,PTA,,,逸盛大化,,0,,,2284,0
2021-06-22,TA,PTA,小计,,,,0,0,,5300,0
2021-06-22,TA,PTA,0505,杭州临港物流,,,0,,0,0,0
2021-06-22,TA,PTA,0506,宁波高新,,,0,,-20,0,0
2021-06-22,TA,PTA,0508,平湖华瑞,,,0,,0,0,0
2021-06-22,TA,PTA,0509,张家港港务,恒力石化,,0,,0,180,0
2021-06-22,TA,PTA,小计,,,,0,0,,180,0
2021-06-22,TA,PTA,0513,嘉兴石化,,,0,,0,0,0
2021-06-22,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,78030,0
2021-06-22,TA,PTA,小计,,,,0,0,,78030,0
2021-06-22,TA,PTA,0515,海伦石化,,,0,,0,0,0
2021-06-22,TA,PTA,0516,张家港外服,福海创,,0,,0,1092,0
2021-06-22,TA,PTA,,,恒力石化,,-204,,,3382,0
2021-06-22,TA,PTA,,,逸盛大化,,0,,,9846,0
2021-06-22,TA,PTA,小计,,,,-204,0,,14320,0
2021-06-22,TA,PTA,0517,逸盛石化(厂库),,,0,,-20,0,0
2021-06-22,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2021-06-22,TA,PTA,0523,苏州港口,福海创,,0,,0,408,0
2021-06-22,TA,PTA,,,恒力石化,,0,,,11492,0
2021-06-22,TA,PTA,,,逸盛大化,,0,,,402,0
2021-06-22,TA,PTA,小计,,,,0,0,,12302,0
2021-06-22,TA,PTA,0524,恒力石化（厂库）,,,0,,0,0,0
2021-06-22,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,277,0
2021-06-22,TA,PTA,小计,,,,0,0,,277,0
2021-06-22,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,2,0
2021-06-22,TA,PTA,小计,,,,0,0,,2,0
2021-06-22,TA,PTA,0530,华润化学,,,0,,0,0,0
2021-06-22,TA,PTA,0531,嘉兴海陆,,,0,,0,0,0
2021-06-22,TA,PTA,0532,建发物流,逸盛大化,,0,,0,1,0
2021-06-22,TA,PTA,小计,,,,0,0,,1,0
2021-06-22,TA,PTA,0533,嘉港物流,,,0,,0,0,0
2021-06-22,TA,PTA,0534,福建金纶,福海创,,0,,0,7163,0
2021-06-22,TA,PTA,,,海南逸盛,,0,,,2450,0
2021-06-22,TA,PTA,,,恒力石化,,0,,,2802,0
2021-06-22,TA,PTA,,,逸盛大化,,0,,,2532,0
2021-06-22,TA,PTA,小计,,,,0,1962,,14947,0
2021-06-22,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2021-06-22,TA,PTA,0537,福化工贸(漳州)(厂库),福海创,,0,,0,2568,0
2021-06-22,TA,PTA,小计,,,,0,0,,2568,0
2021-06-22,TA,PTA,0538,国贸物流,,,0,,0,0,0
2021-06-22,TA,PTA,总计,,,,-204,1962,,147833,0
2021-06-23,TA,PTA,0314,江阴协丰,恒力石化,,0,,0,8670,0
2021-06-23,TA,PTA,,,江阴汉邦,,0,,,1002,0
2021-06-23,TA,PTA,,,逸盛大化,,0,,,2254,0
2021-06-23,TA,PTA,小计,,,,0,0,,11926,0
2021-06-23,TA,PTA,0503,太仓新港,恒力石化,,0,,0,5778,0
2021-06-23,TA,PTA,,,逸盛大化,,0,,,2202,0
2021-06-23,TA,PTA,小计,,,,0,0,,7980,0
2021-06-23,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,3016,0
2021-06-23,TA,PTA,,,逸盛大化,,0,,,2284,0
2021-06-23,TA,PTA,小计,,,,0,0,,5300,0
2021-06-23,TA,PTA,0505,杭州临港物流,,,0,,0,0,0
2021-06-23,TA,PTA,0506,宁波高新,,,0,,-20,0,0
2021-06-23,TA,PTA,0508,平湖华瑞,,,0,,0,0,0
2021-06-23,TA,PTA,0509,张家港港务,恒力石化,,0,,0,180,0
2021-06-23,TA,PTA,小计,,,,0,0,,180,0
2021-06-23,TA,PTA,0513,嘉兴石化,,,0,,0,0,0
2021-06-23,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,78030,0
2021-06-23,TA,PTA,小计,,,,0,0,,78030,0
2021-06-23,TA,PTA,0515,海伦石化,,,0,,0,0,0
2021-06-23,TA,PTA,0516,张家港外服,福海创,,0,,0,1092,0
2021-06-23,TA,PTA,,,恒力石化,,0,,,3382,0
2021-06-23,TA,PTA,,,逸盛大化,,0,,,9846,0
2021-06-23,TA,PTA,小计,,,,0,0,,14320,0
2021-06-23,TA,PTA,0517,逸盛石化(厂库),,,0,,-20,0,0
2021-06-23,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2021-06-23,TA,PTA,0523,苏州港口,福海创,,0,,0,408,0
2021-06-23,TA,PTA,,,恒力石化,,0,,,11492,0
2021-06-23,TA,PTA,,,逸盛大化,,0,,,402,0
2021-06-23,TA,PTA,小计,,,,0,0,,12302,0
2021-06-23,TA,PTA,0524,恒力石化（厂库）,,,0,,0,0,0
2021-06-23,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,277,0
2021-06-23,TA,PTA,小计,,,,0,0,,277,0
2021-06-23,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,2,0
2021-06-23,TA,PTA,小计,,,,0,0,,2,0
2021-06-23,TA,PTA,0530,华润化学,,,0,,0,0,0
2021-06-23,TA,PTA,0531,嘉兴海陆,,,0,,0,0,0
2021-06-23,TA,PTA,0532,建发物流,逸盛大化,,0,,0,1,0
2021-06-23,TA,PTA,小计,,,,0,0,,1,0
2021-06-23,TA,PTA,0533,嘉港物流,,,0,,0,0,0
2021-06-23,TA,PTA,0534,福建金纶,福海创,,0,,0,7163,0
2021-06-23,TA,PTA,,,海南逸盛,,0,,,2450,0
2021-06-23,TA,PTA,,,恒力石化,,0,,,2802,0
2021-06-23,TA,PTA,,,逸盛大化,,0,,,2532,0
2021-06-23,TA,PTA,小计,,,,0,1962,,14947,0
2021-06-23,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2021-06-23,TA,PTA,0537,福化工贸(漳州)(厂库),福海创,,0,,0,2568,0
2021-06-23,TA,PTA,小计,,,,0,0,,2568,0
2021-06-23,TA,PTA,0538,国贸物流,,,0,,0,0,0
2021-06-23,TA,PTA,总计,,,,0,1962,,147833,0
2021-06-24,TA,PTA,0314,江阴协丰,恒力石化,,0,,0,8670,0
2021-06-24,TA,PTA,,,江阴汉邦,,0,,,1002,0
2021-06-24,TA,PTA,,,逸盛大化,,0,,,2254,0
2021-06-24,TA,PTA,小计,,,,0,0,,11926,0
2021-06-24,TA,PTA,0503,太仓新港,恒力石化,,0,,0,5778,0
2021-06-24,TA,PTA,,,逸盛大化,,0,,,2202,0
2021-06-24,TA,PTA,小计,,,,0,0,,7980,0
2021-06-24,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,3016,0
2021-06-24,TA,PTA,,,逸盛大化,,0,,,2284,0
2021-06-24,TA,PTA,小计,,,,0,0,,5300,0
2021-06-24,TA,PTA,0505,杭州临港物流,,,0,,0,0,0
2021-06-24,TA,PTA,0506,宁波高新,,,0,,-20,0,0
2021-06-24,TA,PTA,0508,平湖华瑞,,,0,,0,0,0
2021-06-24,TA,PTA,0509,张家港港务,恒力石化,,0,,0,180,0
2021-06-24,TA,PTA,小计,,,,0,0,,180,0
2021-06-24,TA,PTA,0513,嘉兴石化,,,0,,0,0,0
2021-06-24,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,78030,0
2021-06-24,TA,PTA,小计,,,,0,0,,78030,0
2021-06-24,TA,PTA,0515,海伦石化,,,0,,0,0,0
2021-06-24,TA,PTA,0516,张家港外服,福海创,,0,,0,1092,0
2021-06-24,TA,PTA,,,恒力石化,,0,,,3382,0
2021-06-24,TA,PTA,,,逸盛大化,,0,,,9846,0
2021-06-24,TA,PTA,小计,,,,0,0,,14320,0
2021-06-24,TA,PTA,0517,逸盛石化(厂库),,,0,,-20,0,0
2021-06-24,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2021-06-24,TA,PTA,0523,苏州港口,福海创,,0,,0,408,0
2021-06-24,TA,PTA,,,恒力石化,,0,,,11492,0
2021-06-24,TA,PTA,,,逸盛大化,,0,,,402,0
2021-06-24,TA,PTA,小计,,,,0,0,,12302,0
2021-06-24,TA,PTA,0524,恒力石化（厂库）,,,0,,0,0,0
2021-06-24,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,277,0
2021-06-24,TA,PTA,小计,,,,0,0,,277,0
2021-06-24,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,2,0
2021-06-24,TA,PTA,小计,,,,0,0,,2,0
2021-06-24,TA,PTA,0530,华润化学,,,0,,0,0,0
2021-06-24,TA,PTA,0531,嘉兴海陆,,,0,,0,0,0
2021-06-24,TA,PTA,0532,建发物流,逸盛大化,,0,,0,1,0
2021-06-24,TA,PTA,小计,,,,0,0,,1,0
2021-06-24,TA,PTA,0533,嘉港物流,,,0,,0,0,0
2021-06-24,TA,PTA,0534,福建金纶,福海创,,0,,0,7163,0
2021-06-24,TA,PTA,,,海南逸盛,,0,,,2450,0
2021-06-24,TA,PTA,,,恒力石化,,0,,,2802,0
2021-06-24,TA,PTA,,,逸盛大化,,0,,,2532,0
2021-06-24,TA,PTA,小计,,,,0,1962,,14947,0
2021-06-24,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2021-06-24,TA,PTA,0537,福化工贸(漳州)(厂库),福海创,,0,,0,2568,0
2021-06-24,TA,PTA,小计,,,,0,0,,2568,0
2021-06-24,TA,PTA,0538,国贸物流,,,0,,0,0,0
2021-06-24,TA,PTA,总计,,,,0,1962,,147833,0
2021-06-25,TA,PTA,0314,江阴协丰,恒力石化,,-200,,0,8470,0
2021-06-25,TA,PTA,,,江阴汉邦,,0,,,1002,0
2021-06-25,TA,PTA,,,逸盛大化,,-204,,,2050,0
2021-06-25,TA,PTA,小计,,,,-404,0,,11522,0
2021-06-25,TA,PTA,0503,太仓新港,恒力石化,,0,,0,5778,0
2021-06-25,TA,PTA,,,逸盛大化,,0,,,2202,0
2021-06-25,TA,PTA,小计,,,,0,0,,7980,0
2021-06-25,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,3016,0
2021-06-25,TA,PTA,,,逸盛大化,,0,,,2284,0
2021-06-25,TA,PTA,小计,,,,0,0,,5300,0
2021-06-25,TA,PTA,0505,杭州临港物流,,,0,,0,0,0
2021-06-25,TA,PTA,0506,宁波高新,,,0,,-20,0,0
2021-06-25,TA,PTA,0508,平湖华瑞,,,0,,0,0,0
2021-06-25,TA,PTA,0509,张家港港务,恒力石化,,0,,0,180,0
2021-06-25,TA,PTA,小计,,,,0,0,,180,0
2021-06-25,TA,PTA,0513,嘉兴石化,,,0,,0,0,0
2021-06-25,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,78030,0
2021-06-25,TA,PTA,小计,,,,0,0,,78030,0
2021-06-25,TA,PTA,0515,海伦石化,,,0,,0,0,0
2021-06-25,TA,PTA,0516,张家港外服,福海创,,0,,0,1092,0
2021-06-25,TA,PTA,,,恒力石化,,-102,,,3280,0
2021-06-25,TA,PTA,,,逸盛大化,,0,,,9846,0
2021-06-25,TA,PTA,小计,,,,-102,0,,14218,0
2021-06-25,TA,PTA,0517,逸盛石化(厂库),,,0,,-20,0,0
2021-06-25,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2021-06-25,TA,PTA,0523,苏州港口,福海创,,0,,0,408,0
2021-06-25,TA,PTA,,,恒力石化,,0,,,11492,0
2021-06-25,TA,PTA,,,逸盛大化,,0,,,402,0
2021-06-25,TA,PTA,小计,,,,0,0,,12302,0
2021-06-25,TA,PTA,0524,恒力石化（厂库）,,,0,,0,0,0
2021-06-25,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,277,0
2021-06-25,TA,PTA,小计,,,,0,0,,277,0
2021-06-25,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,2,0
2021-06-25,TA,PTA,小计,,,,0,0,,2,0
2021-06-25,TA,PTA,0530,华润化学,,,0,,0,0,0
2021-06-25,TA,PTA,0531,嘉兴海陆,,,0,,0,0,0
2021-06-25,TA,PTA,0532,建发物流,逸盛大化,,0,,0,1,0
2021-06-25,TA,PTA,小计,,,,0,0,,1,0
2021-06-25,TA,PTA,0533,嘉港物流,,,0,,0,0,0
2021-06-25,TA,PTA,0534,福建金纶,福海创,,0,,0,7163,0
2021-06-25,TA,PTA,,,海南逸盛,,0,,,2450,0
2021-06-25,TA,PTA,,,恒力石化,,0,,,2802,0
2021-06-25,TA,PTA,,,逸盛大化,,0,,,2532,0
2021-06-25,TA,PTA,小计,,,,0,1962,,14947,0
2021-06-25,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2021-06-25,TA,PTA,0537,福化工贸(漳州)(厂库),福海创,,0,,0,2568,0
2021-06-25,TA,PTA,小计,,,,0,0,,2568,0
2021-06-25,TA,PTA,0538,国贸物流,,,0,,0,0,0
2021-06-25,TA,PTA,总计,,,,-506,1962,,147327,0
2021-06-28,TA,PTA,0314,江阴协丰,恒力石化,,-208,,0,8262,0
2021-06-28,TA,PTA,,,江阴汉邦,,0,,,1002,0
2021-06-28,TA,PTA,,,逸盛大化,,0,,,2050,0
2021-06-28,TA,PTA,小计,,,,-208,0,,11314,0
2021-06-28,TA,PTA,0503,太仓新港,恒力石化,,0,,0,5778,0
2021-06-28,TA,PTA,,,逸盛大化,,0,,,2202,0
2021-06-28,TA,PTA,小计,,,,0,0,,7980,0
2021-06-28,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,3016,0
2021-06-28,TA,PTA,,,逸盛大化,,0,,,2284,0
2021-06-28,TA,PTA,小计,,,,0,0,,5300,0
2021-06-28,TA,PTA,0505,杭州临港物流,,,0,,0,0,0
2021-06-28,TA,PTA,0506,宁波高新,,,0,,-20,0,0
2021-06-28,TA,PTA,0508,平湖华瑞,,,0,,0,0,0
2021-06-28,TA,PTA,0509,张家港港务,恒力石化,,0,,0,180,0
2021-06-28,TA,PTA,小计,,,,0,0,,180,0
2021-06-28,TA,PTA,0513,嘉兴石化,,,0,,0,0,0
2021-06-28,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,78030,0
2021-06-28,TA,PTA,小计,,,,0,0,,78030,0
2021-06-28,TA,PTA,0515,海伦石化,,,0,,0,0,0
2021-06-28,TA,PTA,0516,张家港外服,福海创,,0,,0,1092,0
2021-06-28,TA,PTA,,,恒力石化,,0,,,3280,0
2021-06-28,TA,PTA,,,逸盛大化,,0,,,9846,0
2021-06-28,TA,PTA,小计,,,,0,0,,14218,0
2021-06-28,TA,PTA,0517,逸盛石化(厂库),,,0,,-20,0,0
2021-06-28,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2021-06-28,TA,PTA,0523,苏州港口,福海创,,0,,0,408,0
2021-06-28,TA,PTA,,,恒力石化,,0,,,11492,0
2021-06-28,TA,PTA,,,逸盛大化,,0,,,402,0
2021-06-28,TA,PTA,小计,,,,0,0,,12302,0
2021-06-28,TA,PTA,0524,恒力石化（厂库）,,,0,,0,0,0
2021-06-28,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,277,0
2021-06-28,TA,PTA,小计,,,,0,0,,277,0
2021-06-28,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,2,0
2021-06-28,TA,PTA,小计,,,,0,0,,2,0
2021-06-28,TA,PTA,0530,华润化学,,,0,,0,0,0
2021-06-28,TA,PTA,0531,嘉兴海陆,,,0,,0,0,0
2021-06-28,TA,PTA,0532,建发物流,逸盛大化,,0,,0,1,0
2021-06-28,TA,PTA,小计,,,,0,0,,1,0
2021-06-28,TA,PTA,0533,嘉港物流,,,0,,0,0,0
2021-06-28,TA,PTA,0534,福建金纶,福海创,,0,,0,7163,0
2021-06-28,TA,PTA,,,海南逸盛,,0,,,2450,0
2021-06-28,TA,PTA,,,恒力石化,,0,,,2802,0
2021-06-28,TA,PTA,,,逸盛大化,,0,,,2532,0
2021-06-28,TA,PTA,小计,,,,0,1962,,14947,0
2021-06-28,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2021-06-28,TA,PTA,0537,福化工贸(漳州)(厂库),福海创,,400,,0,2968,0
2021-06-28,TA,PTA,小计,,,,400,0,,2968,0
2021-06-28,TA,PTA,0538,国贸物流,,,0,,0,0,0
2021-06-28,TA,PTA,总计,,,,192,1962,,147519,0
2021-06-29,TA,PTA,0314,江阴协丰,恒力石化,,0,,0,8262,0
2021-06-29,TA,PTA,,,江阴汉邦,,0,,,1002,0
2021-06-29,TA,PTA,,,逸盛大化,,0,,,2050,0
2021-06-29,TA,PTA,小计,,,,0,0,,11314,0
2021-06-29,TA,PTA,0503,太仓新港,恒力石化,,0,,0,5778,0
2021-06-29,TA,PTA,,,逸盛大化,,0,,,2202,0
2021-06-29,TA,PTA,小计,,,,0,0,,7980,0
2021-06-29,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,3016,0
2021-06-29,TA,PTA,,,逸盛大化,,0,,,2284,0
2021-06-29,TA,PTA,小计,,,,0,0,,5300,0
2021-06-29,TA,PTA,0505,杭州临港物流,,,0,,0,0,0
2021-06-29,TA,PTA,0506,宁波高新,,,0,,-20,0,0
2021-06-29,TA,PTA,0508,平湖华瑞,,,0,,0,0,0
2021-06-29,TA,PTA,0509,张家港港务,恒力石化,,0,,0,180,0
2021-06-29,TA,PTA,小计,,,,0,0,,180,0
2021-06-29,TA,PTA,0513,嘉兴石化,,,0,,0,0,0
2021-06-29,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,78030,0
2021-06-29,TA,PTA,小计,,,,0,0,,78030,0
2021-06-29,TA,PTA,0515,海伦石化,,,0,,0,0,0
2021-06-29,TA,PTA,0516,张家港外服,福海创,,0,,0,1092,0
2021-06-29,TA,PTA,,,恒力石化,,0,,,3280,0
2021-06-29,TA,PTA,,,逸盛大化,,-204,,,9642,0
2021-06-29,TA,PTA,小计,,,,-204,0,,14014,0
2021-06-29,TA,PTA,0517,逸盛石化(厂库),,,0,,-20,0,0
2021-06-29,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2021-06-29,TA,PTA,0523,苏州港口,福海创,,0,,0,408,0
2021-06-29,TA,PTA,,,恒力石化,,0,,,11492,0
2021-06-29,TA,PTA,,,逸盛大化,,0,,,402,0
2021-06-29,TA,PTA,小计,,,,0,0,,12302,0
2021-06-29,TA,PTA,0524,恒力石化（厂库）,,,0,,0,0,0
2021-06-29,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,277,0
2021-06-29,TA,PTA,小计,,,,0,0,,277,0
2021-06-29,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,2,0
2021-06-29,TA,PTA,小计,,,,0,0,,2,0
2021-06-29,TA,PTA,0530,华润化学,,,0,,0,0,0
2021-06-29,TA,PTA,0531,嘉兴海陆,,,0,,0,0,0
2021-06-29,TA,PTA,0532,建发物流,逸盛大化,,0,,0,1,0
2021-06-29,TA,PTA,小计,,,,0,0,,1,0
