date,dom_basis,dom_basis_1st,dom_basis_2nd
2022-10-14,-911.0,6.0,139.0
2022-10-21,-1071.0,-160.0,-166.0
2022-10-28,-1109.0,-38.0,122.0
2022-11-04,-996.0,113.0,151.0
2022-11-11,-855.0,141.0,28.0
2022-11-18,-881.0,-26.0,-167.0
2022-11-25,-796.0,85.0,111.0
2022-12-02,-449.0,347.0,262.0
2022-12-09,-369.0,80.0,-267.0
2022-12-16,-351.0,18.0,-62.0
2022-12-23,-242.0,109.0,91.0
2022-12-30,-105.0,137.0,28.0
2023-01-06,-144.0,-39.0,-176.0
2023-01-13,-106.0,38.0,77.0
2023-01-20,-105.0,1.0,-37.0
2023-02-03,-164.0,-59.0,-60.0
2023-02-10,-159.0,5.0,64.0
2023-02-17,-171.0,-12.0,-17.0
2023-02-24,-192.0,-21.0,-9.0
2023-03-03,-142.0,50.0,71.0
2023-03-10,-194.0,-52.0,-102.0
2023-03-17,-148.0,46.0,98.0
2023-03-24,-80.0,68.0,22.0
2023-03-31,-181.32999999999993,-101.32999999999993,-169.32999999999993
2023-04-07,-94.32999999999993,87.0,188.32999999999993
2023-04-14,-97.32999999999993,-3.0,-90.0
2023-04-21,-126.0,-28.670000000000073,-25.670000000000073
2023-04-28,-55.32999999999993,70.67000000000007,99.34000000000015
2023-05-05,-174.67000000000007,-119.34000000000015,-190.01000000000022
2023-05-12,-175.0,-0.32999999999992724,119.01000000000022
2023-05-19,-174.67000000000007,0.32999999999992724,0.6599999999998545
2023-05-26,-203.0,-28.329999999999927,-28.659999999999854
2023-06-02,-294.0,-91.0,-62.67000000000007
2023-06-09,-290.3299999999999,3.6700000000000728,94.67000000000007
2023-06-16,-168.0,122.32999999999993,118.65999999999985
2023-06-23,-88.32999999999993,79.67000000000007,-42.659999999999854
2023-06-30,-220.32999999999993,-132.0,-211.67000000000007
2023-07-07,-143.67000000000007,76.65999999999985,208.65999999999985
2023-07-14,-14.670000000000073,129.0,52.340000000000146
2023-07-21,-139.67000000000007,-125.0,-254.0
2023-07-28,-132.67000000000007,7.0,132.0
2023-08-04,-318.0,-185.32999999999993,-192.32999999999993
2023-08-11,-396.3299999999999,-78.32999999999993,107.0
2023-08-18,-192.32999999999993,204.0,282.3299999999999
2023-08-25,-589.6700000000001,-397.34000000000015,-601.3400000000001
2023-09-01,-678.3299999999999,-88.65999999999985,308.6800000000003
2023-09-08,-408.6700000000001,269.65999999999985,358.3199999999997
2023-09-15,-594.0,-185.32999999999993,-454.9899999999998
2023-09-22,-621.0,-27.0,158.32999999999993
2023-09-29,-630.3299999999999,-9.329999999999927,17.670000000000073
2023-10-13,-465.6700000000001,164.65999999999985,173.98999999999978
2023-10-20,-488.6700000000001,-23.0,-187.65999999999985
2023-10-27,-421.3299999999999,67.34000000000015,90.34000000000015
2023-11-03,-312.0,109.32999999999993,41.98999999999978
2023-11-10,-209.32999999999993,102.67000000000007,-6.6599999999998545
2023-11-17,-213.32999999999993,-4.0,-106.67000000000007
2023-11-24,-207.32999999999993,6.0,10.0
2023-12-01,-158.67000000000007,48.659999999999854,42.659999999999854
2023-12-08,-82.0,76.67000000000007,28.01000000000022
2023-12-15,-29.329999999999927,52.67000000000007,-24.0
2023-12-22,-57.67000000000007,-28.340000000000146,-81.01000000000022
2023-12-29,-21.0,36.67000000000007,65.01000000000022
2024-01-05,-117.0,-96.0,-132.67000000000007
2024-01-12,-142.32999999999993,-25.329999999999927,70.67000000000007
2024-01-19,-169.67000000000007,-27.340000000000146,-2.0100000000002183
2024-01-26,-178.32999999999993,-8.659999999999854,18.68000000000029
2024-02-02,-210.0,-31.670000000000073,-23.01000000000022
