date,dom_basis,dom_basis_1st,dom_basis_2nd,basis_factor,basis_factor_zscore,basis_factor_zscore_近三周mean
2023-06-16,42.17000000000007,58.17000000000007,3.1700000000000728,47.17000000000007,0.4892016664000428,0.019405392905025742
2023-06-23,14.170000000000073,-28.0,-86.17000000000007,-39.634000000000015,-0.41228375968045416,0.3278487498308671
2023-06-30,86.82999999999993,72.65999999999985,100.65999999999984,78.25999999999985,0.8120805878419398,0.22977691703951963
2023-07-07,26.5,-60.32999999999993,-132.98999999999978,-74.86199999999991,-0.7781370451277103,0.2963328315205092
2023-07-14,149.17000000000007,122.67000000000009,183.0,134.73600000000008,1.3986006897188383,-0.1261134056554085
2023-07-21,73.17000000000007,-76.0,-198.67000000000007,-100.53400000000002,-1.0447484208516238,0.4775147441443557
2023-07-28,86.32999999999993,13.159999999999854,89.15999999999985,28.359999999999857,0.2938542070136744,-0.14142825875349885
2023-08-04,83.0,-3.3299999999999272,-16.48999999999978,-5.9619999999998985,-0.06258999825261019,0.21590215862696271
2023-08-11,133.0,50.0,53.32999999999993,50.66599999999998,0.5255086689526595,-0.2711614040301868
2023-08-18,117.32999999999991,-15.670000000000073,-65.67000000000007,-25.670000000000076,-0.2672634554342444,0.2522576259045743
2023-08-25,82.67000000000007,-34.659999999999854,-18.98999999999978,-31.52599999999984,-0.328079761769519,0.06521840508860134
2023-09-01,158.32999999999993,75.65999999999985,110.31999999999972,82.59199999999983,0.8570696997006179,-0.023278182750368248
2023-09-08,104.17000000000009,-54.159999999999854,-129.8199999999997,-69.29199999999983,-0.7202909340813479,0.08724216083228453
2023-09-15,74.32999999999993,-29.840000000000146,24.31999999999971,-19.008000000000173,-0.19807659873929745,-0.06376699871674996
2023-09-22,97.17000000000009,22.840000000000146,52.68000000000029,28.80800000000017,0.29850682061309775,-0.02043261104000943
2023-09-29,20.0,-77.17000000000007,-100.01000000000022,-81.73800000000011,-0.8495463556402405,-0.20662023740251614
2023-10-13,38.0,18.0,95.17000000000009,33.43400000000002,0.3465492101463939,-0.24970537792214698
2023-10-20,47.17000000000007,9.170000000000073,-8.829999999999927,5.570000000000073,0.05717326073960509,-0.06816344162691655
2023-10-27,11.170000000000073,-36.0,-45.17000000000007,-37.83400000000002,-0.39359022289706985,-0.1486079615847474
2023-11-03,51.0,39.82999999999993,75.82999999999993,47.02999999999993,0.4877477246502226,0.003377415996309474
2023-11-10,32.32999999999993,-18.67000000000008,-58.5,-26.636000000000063,-0.2772956535079939,0.05044358749758571
2023-11-17,38.17000000000007,5.8400000000001455,24.51000000000022,9.57400000000016,0.09875599478442311,-0.061046050584947296
2023-11-24,81.17000000000007,43.0,37.159999999999854,41.83199999999997,0.43376494453909425,0.10306935530888368
2023-12-01,70.17000000000007,-11.0,-54.0,-19.6,-0.2042246952813865,0.08507509527184091
2023-12-08,-7.0,-77.17000000000007,-66.17000000000007,-74.97000000000008,-0.7792586573347151,0.1094320813473767
2023-12-15,-6.829999999999927,0.1700000000000727,77.34000000000015,15.604000000000088,0.16137934300875986,-0.1832394693590027
2023-12-22,35.17000000000007,42.0,41.82999999999993,41.96599999999999,0.43515657449963524,-0.2740346698691142
2023-12-29,-0.5,-35.67000000000007,-77.67000000000007,-44.07000000000007,-0.4583529425532841,-0.06090757994210694
2024-01-05,-5.170000000000073,-4.670000000000073,31.0,2.463999999999942,0.02491652449005277,0.04606099165170339
2024-01-12,17.0,22.17000000000008,26.840000000000146,23.10400000000009,0.23926907960619456,0.000573385478801027
2024-01-19,-49.0,-66.0,-88.17000000000007,-70.43400000000003,-0.732150944640586,-0.06472244615234587
2024-01-26,-68.32999999999993,-19.329999999999927,46.67000000000007,-6.129999999999926,-0.06433472835239301,-0.15598844684811317
2024-02-02,-90.67000000000009,-22.340000000000146,-3.0100000000002183,-18.47400000000016,-0.19253084949355995,-0.18573886446226173
